task_id,task_domain,task_type,difficulty,task_description,constraints,required_capabilities,expected_tools,available_tools,ground_truth,success_criteria
task_00473,document_analysis,document_analysis,easy,Read the provided document set on inventory reorder points and extract the 2 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_inventory_reorder_points_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00474,verification,verification,easy,Verify the 5 claims about compliance audit findings against the source data and flag unsupported ones.,Must use only tools from the verification toolset,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_compliance_audit_findings_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00475,coding,coding,easy,Write and run a script that solves quarterly revenue trends and returns the result for 5 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_quarterly_revenue_trends_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00476,multi_step_reasoning,multi_step_reasoning,easy,Answer a multi-step question about product defect reports requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_product_defect_reports_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00477,coding,coding,easy,Write and run a script that solves warehouse capacity planning and returns the result for 4 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_warehouse_capacity_planning_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00478,web_research,web_research,easy,Research customer churn drivers using web search and summarize the top 4 findings with sources.,Must use only tools from the web_research toolset,web research,"web_search,browser,validator","web_search,browser,validator",gt_web_research_customer_churn_drivers_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00479,structured_extraction,structured_extraction,hard,Extract 2 structured fields describing vendor contract terms from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 2 items; Must cite the source of every factual claim,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_vendor_contract_terms_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00480,verification,verification,medium,Verify the 5 claims about customer churn drivers against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 5 items,verification,"validator,sql_query,calculator","validator,sql_query,calculator",gt_verification_customer_churn_drivers_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00481,verification,verification,hard,Verify the 2 claims about budget variance analysis against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 2 items; Must cite the source of every factual claim,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_budget_variance_analysis_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00482,file_operations,file_operations,easy,"Read energy usage patterns, transform it, and write 2 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_energy_usage_patterns_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00483,multi_step_reasoning,multi_step_reasoning,medium,Answer a multi-step question about supply chain bottlenecks requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 5 items,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_supply_chain_bottlenecks_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00484,planning,planning,hard,Produce a 2-step plan to accomplish hiring pipeline metrics respecting the stated constraints.,Must use only tools from the planning toolset; Must return exactly 2 items; Must cite the source of every factual claim,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator",gt_planning_hiring_pipeline_metrics_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00485,coding,coding,medium,Write and run a script that solves server incident timeline and returns the result for 5 test cases.,Must use only tools from the coding toolset; Must return exactly 5 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00486,data_analysis,data_analysis,hard,Query the quarterly revenue trends table and compute the requested aggregate for the last 4 periods.,Must use only tools from the data_analysis toolset; Must return exactly 4 items; Must cite the source of every factual claim,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_quarterly_revenue_trends_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
